,Mean_ASBO,Lower_ASBO,Upper_ASBO,Mean_CBO,Lower_CBO,Upper_CBO
iter_1,,,,,,
iter_2,1.2812018809168886,1.254300782139611,1.306533419316421,,,
iter_3,1.2791313018078097,1.1888681139180217,1.3538241337468653,,,
iter_4,1.2737257178050492,1.20379861381056,1.3339395550956412,,,
iter_5,1.280077127345811,1.2150091266585026,1.336654629460598,,,
iter_6,1.2756921875718885,1.2159822876403037,1.328176213119961,,,
iter_7,1.2905371098286769,1.2436542028528033,1.3328484259649007,,,
iter_8,1.2885023362161931,1.2512446062769318,1.3228147704934996,,,
iter_9,1.2785406907294525,1.238231966184098,1.3154238798337554,,,
iter_10,1.2730943417118006,1.2363570397141266,1.3069649293193992,,,
iter_11,1.2709256780722595,1.2371483957344944,1.302264445532635,,,
iter_12,1.2692130850389753,1.2367140554563902,1.2994485578770032,,,
iter_13,1.261352236413772,1.2281387664341075,1.2922051077854684,,,
iter_14,1.2569713736303445,1.2233637244615705,1.2881640739336888,1.2137107798458175,1.144326642820696,1.2735218023788808
iter_15,1.2584292046199383,1.2256367116759632,1.2889185090887034,1.2137107798458175,1.144326642820696,1.2735218023788808
iter_16,1.2413955048600946,1.2054663350786468,1.2745780382820966,1.2128042010199964,1.1453454646003396,1.2711797124421116
iter_17,1.2387291976133292,1.2025738915952158,1.2721045052769684,1.2128042010199964,1.1453454646003396,1.2711797124421116
iter_18,1.234347685779136,1.1985152520551854,1.267447697853947,1.216154770840277,1.1781505618883708,1.2510992649380959
iter_19,1.230150236496724,1.1946820138918257,1.2629392500225345,1.216154770840277,1.1781505618883708,1.2510992649380959
iter_20,1.2216290083369048,1.1849831115957274,1.2554218911462294,1.1757148267512656,1.0777027779576966,1.2556292127989745
iter_21,1.217769809482867,1.18185151789611,1.2509430648870525,1.1757148267512656,1.0777027779576966,1.2556292127989745
iter_22,1.214822779513718,1.177722081553778,1.2490019957428757,1.1455853301569197,1.0178847538424936,1.2441440556032721
iter_23,1.2105203854978868,1.1728468994387067,1.2451850969255347,1.1455853301569197,1.0178847538424936,1.2441440556032721
iter_24,1.2044380959660796,1.1665778995059217,1.2392608077112546,1.1455853301569197,1.0178847538424936,1.2441440556032721
iter_25,1.194372624238411,1.1552648845022309,1.230247837504857,1.1452889273817641,1.0179917568496881,1.243607877541999
iter_26,1.1896176289229532,1.1497676654826225,1.2261163889071172,1.1229384798514326,1.0353288357514636,1.1958069559762077
iter_27,1.1812720547716171,1.1408582518593158,1.218243191657318,1.1077604013223075,1.0395363255957206,1.166707853645983
iter_28,1.1729743277810316,1.1306294281563427,1.211554808993765,1.101223216302516,1.038989774655039,1.1556462763003024
iter_29,1.163587809327217,1.121732404625308,1.2017615935915722,1.1000820209667728,1.0374786621418723,1.1547876481724333
iter_30,1.1569360694437023,1.1146375878898056,1.1954780201976682,1.0964591879413033,1.039862973305585,1.1465230311230556
iter_31,1.1594782908679644,1.1178478573686208,1.1974648760016888,1.0964591879413033,1.039862973305585,1.1465230311230556
iter_32,1.1539663372627167,1.1113195119184283,1.1927972555088195,1.0954585073519807,1.0400402593817317,1.1445986656847993
iter_33,1.161497601860482,1.1177102852313916,1.2012716520515583,1.0954585073519807,1.0400402593817317,1.1445986656847993
iter_34,1.1582982737575684,1.1147296525054873,1.1978918236872946,1.0941884668176418,1.0440194332589285,1.1391575595465975
iter_35,1.1549341471997987,1.111244007563998,1.1946280128269156,1.0941884668176418,1.0440194332589285,1.1391575595465975
iter_36,1.151165030216237,1.1067322372877424,1.1914708583498246,1.105813586353071,1.0549227276422783,1.1513616323548723
iter_37,1.1467202953674966,1.101808865621807,1.1874195208880134,1.0900297567277606,1.0480613680411925,1.1282974882769115
iter_38,1.150681808547635,1.1060372810955,1.191161761279289,1.0905154660407856,1.0520952343368575,1.1258113463211075
iter_39,1.1473290841677746,1.1020029126099902,1.1883685530638748,1.0905154660407856,1.0520952343368575,1.1258113463211075
iter_40,1.1480469920181184,1.103303087879355,1.1886086160573364,1.0893069064542935,1.0536640807831423,1.1222450732410134
iter_41,1.1440154404271508,1.0978841887180393,1.185713691087107,1.0893069064542935,1.0536640807831423,1.1222450732410134
iter_42,1.1406782986366015,1.094487359995245,1.1824253016444473,1.0893069064542935,1.0536640807831423,1.1222450732410134
iter_43,1.133754522712053,1.0871971857789702,1.1758005337141109,1.0899396405708526,1.0568782549900175,1.1206612436002115
iter_44,1.1270611374573067,1.0799368611902869,1.1695689112143748,1.0916750419866932,1.0583173155029837,1.1226523461136688
iter_45,1.1253186975903948,1.0781634552456092,1.1678516612259278,1.0888714395596957,1.0581009279359266,1.117605311485539
iter_46,1.123015582895354,1.0758963621675386,1.165519243829449,1.0888714395596957,1.0581009279359266,1.117605311485539
iter_47,1.1206903087011442,1.073453249080181,1.1632898123115736,1.0888714395596957,1.0581009279359266,1.117605311485539
iter_48,1.124115595864569,1.077275082462901,1.1663923861594752,1.0887972521635996,1.0580158046481851,1.1175406595040078
iter_49,1.1220674733520546,1.0753945925279538,1.1642076817226068,1.0887972521635996,1.0580158046481851,1.1175406595040078
iter_50,1.121532857169828,1.075077341473336,1.1634958205015697,1.0887972521635996,1.0580158046481851,1.1175406595040078
iter_51,1.1186733189736344,1.0727583227644137,1.1601948299154137,1.0927703595675116,1.0627675739897036,1.1208336971369708
iter_52,1.1182458092973206,1.0723591739722484,1.159744129796664,1.0911820302716955,1.0609574773648016,1.1194392882865816
iter_53,1.125213695222518,1.078856042011162,1.1670968064033773,1.0863780199195112,1.0612058592783304,1.1101707634028637
iter_54,1.1239279848543189,1.0779915623871812,1.1654670140311423,1.0836874534010197,1.0569537504625963,1.108870511116491
iter_55,1.1248714041415613,1.0790928268314157,1.166281341333301,1.093431494289113,1.061123379772838,1.123501662956603
iter_56,1.1238352998727268,1.0779717681820544,1.1653147267011676,1.093431494289113,1.061123379772838,1.123501662956603
iter_57,1.1220598434750715,1.0764810542946126,1.163306263700726,1.0919693932921033,1.059092950167175,1.1225312517987183
iter_58,1.1243811557220964,1.0792121324017252,1.1652917738909474,1.0919693932921033,1.059092950167175,1.1225312517987183
iter_59,1.1194385279470946,1.073877761858931,1.160670190411239,1.0916508878359537,1.0588872224669617,1.1221152720092646
iter_60,1.1189917700880607,1.073478439470217,1.1601845858708242,1.090842959347879,1.05942063967647,1.1201443832816855
iter_61,1.1177542105902707,1.072147358953371,1.159023606844125,1.089293139602369,1.0588585514476698,1.1177338881284997
iter_62,1.1140793401200624,1.068410941561593,1.1553991182253922,1.089293139602369,1.0588585514476698,1.1177338881284997
iter_63,1.1102094742868993,1.0639719463643242,1.151994523009817,1.089293139602369,1.0588585514476698,1.1177338881284997
iter_64,1.1075124244121357,1.0614562191569328,1.1491493597725162,1.088513139828371,1.0592150725109122,1.1159590150170302
iter_65,1.1069240210768065,1.0608960658486197,1.1485378702934674,1.088513139828371,1.0592150725109122,1.1159590150170302
iter_66,1.1115702234890605,1.0654194401582677,1.1532844289377584,1.0870303414502884,1.0586105297879345,1.1137040656490982
iter_67,1.1091647592847353,1.0630696119847858,1.150833513916467,1.0870303414502884,1.0586105297879345,1.1137040656490982
iter_68,1.1116997254784455,1.0658608471157636,1.1531589893137029,1.086742130214165,1.0584200414591307,1.1133297560777755
iter_69,1.1113260393589717,1.0654508065339274,1.1528150353596809,1.0848112066615931,1.057007366066823,1.1109416224529343
iter_70,1.1072967779970897,1.061573833816957,1.1486611958907418,1.0848112066615931,1.057007366066823,1.1109416224529343
iter_71,1.1061430117269089,1.0604393695930632,1.1474916341146841,1.0791833379411866,1.0481910545127646,1.1081104932064902
iter_72,1.1058301031396731,1.060050941752639,1.1472405181697347,1.0782222622025002,1.0467683721157885,1.1075511351688234
iter_73,1.1023329592394424,1.0567300573920377,1.1435991217816246,1.0781226172525795,1.0478458310940315,1.1064255226953759
iter_74,1.1041318844155605,1.0591432446135856,1.1448944958732703,1.0781226172525795,1.0478458310940315,1.1064255226953759
iter_75,1.1030395031256361,1.0579730161786403,1.1438660027713823,1.0781226172525795,1.0478458310940315,1.1064255226953759
iter_76,1.1002493572045315,1.0554721642711211,1.1408383315518107,1.0781226172525795,1.0478458310940315,1.1064255226953759
iter_77,1.0984626571269334,1.053766088164337,1.1389853836754193,1.0781226172525795,1.0478458310940315,1.1064255226953759
iter_78,1.0947589937485809,1.050108799429748,1.1352436046289984,1.0778886265447551,1.0476853651177063,1.1061272746618673
iter_79,1.0917744891215069,1.0465333874235687,1.1327442171280706,1.0770266814896707,1.0465793869476956,1.1054785252085297
iter_80,1.090995250458764,1.0456778818174564,1.1320275038130132,1.0770266814896707,1.0465793869476956,1.1054785252085297
iter_81,1.0873947884733817,1.0419663429829158,1.1285180693827075,1.0695898712824992,1.0396252473496868,1.0976198203649856
iter_82,1.087346747797162,1.0419128705797345,1.1284744789242585,1.0695898712824992,1.0396252473496868,1.0976198203649856
iter_83,1.084950175943039,1.0394619837599957,1.1261224017919487,1.0630142306571524,1.0300483160679013,1.093653386203073
iter_84,1.0843714898223418,1.0391305045095243,1.125341122398507,1.0630142306571524,1.0300483160679013,1.093653386203073
iter_85,1.0808128963563495,1.0351932568153874,1.122092761761908,1.0630142306571524,1.0300483160679013,1.093653386203073
iter_86,1.0788930249573092,1.033268735444523,1.1201766970447764,1.0609457082857574,1.028661053220274,1.0909955551871626
iter_87,1.0787430137943128,1.0331028644729112,1.1200396688967917,1.0601538055669273,1.0276122955626343,1.0904260417224705
iter_88,1.0766787033000642,1.0310700036170937,1.1179496125397654,1.0601538055669273,1.0276122955626343,1.0904260417224705
iter_89,1.0756281623520008,1.0299873941253193,1.1169253240797177,1.0579180473980507,1.0259192110631252,1.0877201389884508
iter_90,1.086063357542916,1.0396206611922816,1.128015862624532,1.0579180473980507,1.0259192110631252,1.0877201389884508
iter_91,1.0852913056010816,1.0388445288142654,1.1272471396358519,1.0579180473980507,1.0259192110631252,1.0877201389884508
iter_92,1.0852592453339256,1.0388091295256447,1.1272178034092482,1.0579180473980507,1.0259192110631252,1.0877201389884508
iter_93,1.084629586271923,1.0381194722778737,1.1266370855879442,1.0549172915464349,1.0260772313420559,1.0819608589447327
iter_94,1.0814726484176669,1.0346009465360424,1.1237748395836706,1.0533232048270187,1.0251379509951566,1.0797902116234557
iter_95,1.0788352733215112,1.0324302351605075,1.1207570529406574,1.056345045979974,1.0285802044592813,1.0824410143463388
iter_96,1.0787254537825017,1.03228136760445,1.1206790927371113,1.0534431605090215,1.0257206148374238,1.0795017628616617
iter_97,1.073536460336087,1.0248817106471495,1.117285337679271,1.0493271127658734,1.0239342889293834,1.0733168970426052
iter_98,1.0692423863207974,1.020106974608207,1.113379415624647,1.0493271127658734,1.0239342889293834,1.0733168970426052
iter_99,1.0673316478471513,1.0185136622477107,1.111212431177634,1.0493271127658734,1.0239342889293834,1.0733168970426052
iter_100,1.0654825432564763,1.0157182110681764,1.1101262779148287,1.0487743911673486,1.0231507097359063,1.0729701166068382
iter_101,1.0623699123258186,1.0128168325563383,1.1068435939921284,1.0487743911673486,1.0231507097359063,1.0729701166068382
iter_102,1.0614518204962204,1.0114020380378779,1.1063250986006223,1.0487743911673486,1.0231507097359063,1.0729701166068382
iter_103,1.0602877001904951,1.0104261584209615,1.1050096360277744,1.0487743911673486,1.0231507097359063,1.0729701166068382
iter_104,1.0584980859723043,1.009001594393462,1.1029261901774756,1.0449666537413411,1.0191566606092464,1.0693284313456934
iter_105,1.0640640428551873,1.0143215764709637,1.1086901830059992,1.0449666537413411,1.0191566606092464,1.0693284313456934
iter_106,1.0606123968445798,1.010281453131446,1.1057115035374836,1.0423898692205131,1.016190581380294,1.0670981752149469
iter_107,1.059546112340722,1.0089146747040703,1.1048862844261473,1.0423898692205131,1.016190581380294,1.0670981752149469
iter_108,1.0585916110389484,1.007960676128871,1.10393138007274,1.0423898692205131,1.016190581380294,1.0670981752149469
iter_109,1.0575848045884972,1.00700452969393,1.1028839535909076,1.0394279754711673,1.0135470247018306,1.0638529593646222
iter_110,1.056231860067737,1.005715434923034,1.1014798011301494,1.0394279754711673,1.0135470247018306,1.0638529593646222
iter_111,1.0547793676402593,1.004473896049734,1.0998580259936956,1.0394279754711673,1.0135470247018306,1.0638529593646222
iter_112,1.0542755865441549,1.0041038923624053,1.0992468164615772,1.0394279754711673,1.0135470247018306,1.0638529593646222
iter_113,1.0529964143824284,1.003281580802397,1.0976003172725124,1.0415692008221265,1.014774498897136,1.0668063773552958
iter_114,1.0508955374698035,1.0007008188545914,1.0958852611494514,1.0415692008221265,1.014774498897136,1.0668063773552958
iter_115,1.050892843596189,1.0006979249729575,1.0958827279191996,1.0410849504333495,1.0145888237867577,1.0660570916340546
iter_116,1.0506342303273564,1.0003950546326985,1.0956596579685514,1.0410448149994045,1.0145719444769223,1.0659962980691744
iter_117,1.0500863273098202,0.9998427270009502,1.0951153080460014,1.0318049739432142,1.0009408775791098,1.0606204313862895
iter_118,1.0499495658510067,0.9996917970699722,1.0949899238467797,1.0191007056515808,0.9914998455151175,1.0450517674125204
iter_119,1.049911262486272,0.9996464196963306,1.0949573006489672,1.0191007056515808,0.9914998455151175,1.0450517674125204
iter_120,1.0499080736411315,0.9996417115978276,1.094955331686199,1.0191007056515808,0.9914998455151175,1.0450517674125204
iter_121,1.0558630864347547,1.004988256900174,1.1013982947510597,1.0191007056515808,0.9914998455151175,1.0450517674125204
iter_122,1.055493225722027,1.0045740107706205,1.1010639800025395,1.0155050490186346,0.9894452652907846,1.0400892437417195
iter_123,1.0551207385845283,1.00411710708726,1.100759079621867,1.0155050490186346,0.9894452652907846,1.0400892437417195
iter_124,1.0551207385845283,1.00411710708726,1.100759079621867,1.015504971561425,0.9894451998153283,1.0400891556215837
iter_125,1.0550160434581848,1.0039714756345093,1.1006871509946838,1.015504971561425,0.9894451998153283,1.0400891556215837
iter_126,1.0538778217565146,1.0030675722120963,1.0993612996423898,1.015504971561425,0.9894451998153283,1.0400891556215837
iter_127,1.0530083444852136,1.0022825399754864,1.0984241585614976,1.015504971561425,0.9894451998153283,1.0400891556215837
iter_128,1.0522447362485525,1.0014205208936562,1.0977394023246012,1.015504971561425,0.9894451998153283,1.0400891556215837
iter_129,1.0513410649089776,1.000219773405574,1.0970735690973386,1.0142102786214435,0.9881289448780258,1.0388136504583634
iter_130,1.0502622220018871,0.9992638087137174,1.0958963858494835,1.0142102786214435,0.9881289448780258,1.0388136504583634
iter_131,1.0556181007318992,1.0043566121102065,1.1014627445514764,1.0142102786214435,0.9881289448780258,1.0388136504583634
iter_132,1.055526371272032,1.0042530420063986,1.1013804830978366,1.0135020113443556,0.9875502283478266,1.0379900703467668
iter_133,1.052725372087011,1.0018573534149828,1.0982551253599036,1.019212293970713,0.9917849798444464,1.0450098847676903
iter_134,1.0522434780638552,1.0014272891545637,1.097731714130418,1.019212293970713,0.9917849798444464,1.0450098847676903
iter_135,1.0509914428003588,1.0002903518896267,1.096387449970794,1.019212293970713,0.9917849798444464,1.0450098847676903
iter_136,1.0492710174546762,0.9985335640625832,1.094696166914145,1.0186098790776354,0.9912194371948403,1.044374847963127
iter_137,1.0475921841985565,0.9969264612418273,1.0929598419150706,1.0159476926662097,0.9886284094594712,1.0416496907078299
iter_138,1.0472290855603699,0.9965467782729416,1.0926100370918452,1.012390776602699,0.9850501088340916,1.0381117006480014
iter_139,1.0472290834700673,0.9965467759908125,1.0926100351553032,1.0157242079239115,0.9884964994094935,1.0413451396364033
iter_140,1.0462342868971275,0.9952398390137184,1.091865276367632,1.015710612582441,0.9892308394651583,1.040668227360836
iter_141,1.0462254600099132,0.9952285187963895,1.0918584454416445,1.0110087868584563,0.9815089444380222,1.0386316461490306
iter_142,1.0460572895700564,0.9950627897610541,1.0916883206082597,1.0110087868584563,0.9815089444380222,1.0386316461490306
iter_143,1.0460572895700564,0.9950627897610541,1.0916883206082597,1.0110087868584563,0.9815089444380222,1.0386316461490306
iter_144,1.0409261908256906,0.9908892571579061,1.0857891424865014,1.0037661813263588,0.969401096591863,1.0356102714180002
iter_145,1.037855595458106,0.9873569488070506,1.0830892756310309,1.0037661813263588,0.969401096591863,1.0356102714180002
iter_146,1.037779802488004,0.9872652763310144,1.0830262203414072,1.0037661813263588,0.969401096591863,1.0356102714180002
iter_147,1.0377249767605967,0.9872050214023559,1.082975749432954,1.0037661813263588,0.969401096591863,1.0356102714180002
iter_148,1.0370164468416563,0.9864843700738917,1.0822769418690028,1.0037661813263588,0.969401096591863,1.0356102714180002
iter_149,1.0342459266793391,0.9846779415591473,1.0787316116822074,1.0039745398688737,0.9699039853174838,1.0355655869060012
iter_150,1.0384952177333413,0.9892278884280034,1.08273863956368,1.0039745398688737,0.9699039853174838,1.0355655869060012
iter_151,1.0381824713128653,0.9889633122496968,1.08238705024871,1.0047827989743772,0.9716304632934858,1.0355829138990886
iter_152,1.037263860610664,0.9882753885589014,1.0812823132169123,1.0107207848842568,0.9784786814397352,1.0407337661849103
iter_153,1.036580985018351,0.987503527772496,1.0806712551482858,1.0107207848842568,0.9784786814397352,1.0407337661849103
iter_154,1.0331553879373934,0.9834514957281795,1.0777504851479824,1.0107207848842568,0.9784786814397352,1.0407337661849103
iter_155,1.0315053606645284,0.9822446653351992,1.0757434335374938,1.0107207848842568,0.9784786814397352,1.0407337661849103
iter_156,1.0312726817968072,0.9819593113580987,1.0755532224055429,1.0107207848842568,0.9784786814397352,1.0407337661849103
iter_157,1.0302571151908593,0.9808533650168448,1.0746105000942288,1.0107207848842568,0.9784786814397352,1.0407337661849103
iter_158,1.0302038409585519,0.9807690888358547,1.0745822065195205,1.0057285590332439,0.9758420248189572,1.0336901685052329
iter_159,1.027536951969428,0.9773798383249979,1.0724964695446912,1.0054278803322365,0.9762246151046275,1.0327905479250907
iter_160,1.0259759255793957,0.9755747176080639,1.0711314273352455,1.0054278803322365,0.9762246151046275,1.0327905479250907
iter_161,1.025679570013687,0.9753691258264615,1.070762220404742,1.0054278803322365,0.9762246151046275,1.0327905479250907
iter_162,1.025103729064001,0.9747936416489998,1.0701860930384048,1.0054278803322365,0.9762246151046275,1.0327905479250907
iter_163,1.0212683315175395,0.9705504126946225,1.0666778257694616,1.0054278803322365,0.9762246151046275,1.0327905479250907
iter_164,1.0199978995610348,0.9691284020576405,1.0655288372916119,1.0041927685819385,0.9747341919152375,1.0317794447698168
iter_165,1.019961810200354,0.969088023194162,1.0654961835314338,1.0041927685819385,0.9747341919152375,1.0317794447698168
iter_166,1.0195645097034551,0.9686253707788717,1.0651512179271192,1.0038556471309856,0.9744024736579376,1.0314375851520026
iter_167,1.0195645097034551,0.9686253707788717,1.0651512179271192,1.0038556471309856,0.9744024736579376,1.0314375851520026
iter_168,1.0194865215372342,0.9685587722542325,1.065064109768733,1.0026930069033881,0.9721859590178447,1.0311970189736666
iter_169,1.0184753348109867,0.9674534221673604,1.0641283092399603,1.0028193234230154,0.9717919057404669,1.0317770827050299
iter_170,1.017678339562664,0.9664320694667816,1.06351081367455,1.0023233136291942,0.9712773044911371,1.0312972652962618
iter_171,1.0176767707107115,0.9664303173064713,1.0635093914122642,1.0023233136291942,0.9712773044911371,1.0312972652962618
iter_172,1.0171255446353424,0.9657957089400092,1.0630248336896773,1.0023233136291942,0.9712773044911371,1.0312972652962618
iter_173,1.01685515020709,0.965645129004879,1.0626586342911912,1.0008321665766595,0.9694880904048448,1.030065545283378
iter_174,1.020372849569255,0.9696456723545758,1.065789763751063,0.9993070975061626,0.9680772185424751,1.0284411223384937
iter_175,1.0165695516469768,0.9659582215065402,1.0618936022675636,0.9993070975061626,0.9680772185424751,1.0284411223384937
iter_176,1.0163494911728295,0.9657517446316092,1.0616626501925932,0.9993070975061626,0.9680772185424751,1.0284411223384937
iter_177,1.0160439591953334,0.9654946364202324,1.0613182860785793,0.9993070975061626,0.9680772185424751,1.0284411223384937
iter_178,1.0159598655470023,0.9653803623431645,1.0612583957291097,0.9993070975061626,0.9680772185424751,1.0284411223384937
iter_179,1.01547274231929,0.96479721482998,1.0608482593505482,0.9993070975061626,0.9680772185424751,1.0284411223384937
iter_180,1.0150848129592986,0.9645564949911641,1.0603422931763442,0.993342885120984,0.9599287594784204,1.0243688170995806
iter_181,1.015083535968929,0.9645549285138515,1.0603412483756587,0.993342885120984,0.9599287594784204,1.0243688170995806
iter_182,1.0147169813665922,0.9641789321911619,1.0599822665701661,0.9877944677697011,0.9530236994640858,1.0199865756148006
iter_183,1.0144106216768591,0.9637998354408435,1.0597342361958282,0.9886340890166637,0.9546484436140633,1.0201521278196217
iter_184,1.009981352692181,0.9596500483076765,1.0550807489069012,0.9886340890166637,0.9546484436140633,1.0201521278196217
iter_185,1.0098797295157442,0.9595113868492244,1.0550088551719061,0.9872041666321172,0.9531366185922264,1.0187926290054266
iter_186,1.0090343421776076,0.9589685194853864,1.0539205108831389,0.9872041666321172,0.9531366185922264,1.0187926290054266
iter_187,1.0090074300674767,0.9589411406964186,1.053893973802736,0.9872041666321172,0.9531366185922264,1.0187926290054266
iter_188,1.0081497577333118,0.9582623250852224,1.0528925164101641,0.9812029741447867,0.9456904501063818,1.0140298423406564
iter_189,1.0080930244825819,0.9582249941332461,1.0528201789956744,0.9812029741447867,0.9456904501063818,1.0140298423406564
iter_190,1.0053294879322539,0.9552423401593388,1.050232793032661,0.9802715368872765,0.9443972581141395,1.0134072493441744
iter_191,1.0014887698421526,0.9514630769131835,1.0463426869824324,0.9802715368872765,0.9443972581141395,1.0134072493441744
iter_192,1.0013042432147943,0.9511766602611906,1.046240037025637,0.9802715368872765,0.9443972581141395,1.0134072493441744
iter_193,1.0012411683294322,0.9511042924079335,1.0461844280490769,0.977262198270862,0.9416528728036629,1.0101717563977997
iter_194,1.0071807714928467,0.9564930546963205,1.0525660590288188,0.977262198270862,0.9416528728036629,1.0101717563977997
iter_195,1.0064314270110992,0.956059494650356,1.0515634337567796,0.977262198270862,0.9416528728036629,1.0101717563977997
iter_196,1.0060970300864938,0.955713408095255,1.05123841863516,0.9771001207412231,0.9414972345341855,1.0100041793700425
iter_197,1.0039695906737363,0.9541405929696,1.0486653496427845,0.9771001207412231,0.9414972345341855,1.0100041793700425
iter_198,1.0039645551409284,0.9541336224648161,1.0486618706065796,0.9771001207412231,0.9414972345341855,1.0100041793700425
iter_199,1.0023148062106153,0.9529659400559508,1.0466239589352444,0.9760910892259308,0.9401113328598846,1.009316762315322
iter_200,1.0019989593359107,0.9525808536408406,1.0463639119884713,0.9741809713173355,0.9367478301540784,1.0086421104529786
iter_201,1.0017731729922554,0.9523811983839322,1.046117068571589,0.971788741519778,0.9336900119115318,1.0068131253231825
