,Mean_S1,Lower_S1,Upper_S1,S1,Mean_S2,Lower_S2,Upper_S2,S2,Mean_S3,Lower_S3,Upper_S3,S3
iter_104,0.9478404698348428,0.7728359116148646,1.0722348346341928,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_105,0.9478404698348428,0.7728359116148646,1.0722348346341928,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_106,0.9478404698348428,0.7728359116148646,1.0722348346341928,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_107,0.9478404698348428,0.7728359116148646,1.0722348346341928,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_108,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_109,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_110,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_111,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8734390361138407,0.5221360206474247,1.0650729483932986,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_112,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8319673240770579,0.37443162616649517,1.0497906960246892,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_113,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_114,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_115,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_116,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_117,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_118,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0565485549409155,0.890997115285718,1.1761198826531254,4
iter_119,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0562019041498116,0.8898351576684442,1.176195491503419,4
iter_120,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.0562019041498116,0.8898351576684442,1.176195491503419,4
iter_121,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_122,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_123,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_124,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8129107337726529,0.387445254466672,1.0236478809251082,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_125,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8004156770466244,0.3908926877651204,1.007383770537089,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_126,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8004156770466244,0.3908926877651204,1.007383770537089,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_127,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8004156770466244,0.3908926877651204,1.007383770537089,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_128,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.8004156770466244,0.3908926877651204,1.007383770537089,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_129,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.7882113839026921,0.3901931977627134,0.9923509087269333,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_130,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.7882113839026921,0.3901931977627134,0.9923509087269333,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_131,0.9423493837489969,0.7747642470635863,1.0629717566940526,4,0.7830924787078367,0.3940007059146676,0.9849719450723917,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_132,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7830924787078367,0.3940007059146676,0.9849719450723917,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_133,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7830924787078367,0.3940007059146676,0.9849719450723917,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_134,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7646561769699184,0.3075241178213375,0.9823942628140717,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_135,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7646561769699184,0.3075241178213375,0.9823942628140717,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_136,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_137,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_138,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.032804040922028,0.9022739199537748,1.1330346538046678,4
iter_139,0.9398720308400768,0.7753770797545575,1.058894393319561,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_140,0.9330021535127766,0.7510684854256532,1.0608328831030784,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_141,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_142,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_143,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_144,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_145,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_146,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_147,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7388111300287876,0.1321759487163548,0.9824988604014182,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_148,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7380954362750857,0.1328924668674638,0.9815806307849156,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_149,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7380954362750857,0.1328924668674638,0.9815806307849156,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_150,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7380954362750857,0.1328924668674638,0.9815806307849156,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_151,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_152,0.9329665537686965,0.7509374619544044,1.060844037586929,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_153,0.9268307764483883,0.7275647195375691,1.0629090822678213,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_154,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_155,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_156,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_157,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_158,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.7277605631308747,0.13230588232897386,0.9698467412705688,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_159,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_160,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_161,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_162,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_163,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_164,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_165,0.9193843905557221,0.6970272167733937,1.0657301402308046,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_166,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0264013234894152,0.9030974625934216,1.1223274487830706,4
iter_167,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_168,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_169,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_170,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_171,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_172,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_173,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_174,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,1.0188719033221068,0.9022246091816828,1.1107299880726151,4
iter_175,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_176,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_177,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_178,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_179,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_180,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_181,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_182,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726801690228975,0.13240666090176664,0.9687336169223518,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_183,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_184,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_185,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_186,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_187,0.9182502364125469,0.6921583498300463,1.0661841449669178,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_188,0.913484468140218,0.6710390108170663,1.0681491649910595,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_189,0.913484468140218,0.6710390108170663,1.0681491649910595,4,0.726652935910667,0.13257887723348344,0.9685380543691101,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_190,0.913484468140218,0.6710390108170663,1.0681491649910595,4,0.7266246689906543,0.1326115223822977,0.9685008999601593,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_191,0.913484468140218,0.6710390108170663,1.0681491649910595,4,0.7266246689906543,0.1326115223822977,0.9685008999601593,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_192,0.913484468140218,0.6710390108170663,1.0681491649910595,4,0.7266246689906543,0.1326115223822977,0.9685008999601593,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_193,0.9134024510157784,0.6710511522866693,1.0680294066616778,4,0.7266246689906543,0.1326115223822977,0.9685008999601593,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_194,1.0464382091687816,0.6781194733869776,1.2428260668276014,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_195,1.0345115074256397,0.6983735029513464,1.2217018678482254,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,0.974466068504028,0.7565159530345664,1.1189124874910616,4
iter_196,1.0345115074256397,0.6983735029513464,1.2217018678482254,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,1.0799751374725373,0.7909540333225838,1.2519884896281834,5
iter_197,1.0112858425338707,0.730815947856768,1.1803015949186724,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,1.0799751374725373,0.7909540333225838,1.2519884896281834,5
iter_198,1.0112858425338707,0.730815947856768,1.1803015949186724,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,1.0799751374725373,0.7909540333225838,1.2519884896281834,5
iter_199,1.0112858425338707,0.730815947856768,1.1803015949186724,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,1.0799751374725373,0.7909540333225838,1.2519884896281834,5
iter_200,1.0112858425338707,0.730815947856768,1.1803015949186724,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,1.0799751374725373,0.7909540333225838,1.2519884896281834,5
iter_201,1.0112858425338707,0.730815947856768,1.1803015949186724,5,0.7265699020455707,0.13267469931917167,0.968428920131948,5,1.0799751374725373,0.7909540333225838,1.2519884896281834,5
